,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.32422867,-0.29137275,0.1145418,-0.19114126,0.23730665,-0.19658531,0.32217443,-0.15642984,-0.15121159,-0.068453655,0.30567908,-0.2831391,-0.04176654,0.20406984,0.044820156,0.33695588,0.31954426,-0.09228959,-0.33471227,0.33509567,0.32822365,0.14331739,0.3317443,-0.11269649,-0.16778286,-0.23486774,-0.09561817,-0.109350964,-0.15831292,-0.34022287,-0.30017862,-0.16143928,0.34008673,0.31966734,-0.22920871,0.18421072,-0.0130161885,0.33850136,-0.20080355,-0.3233104,-0.17552924,0.28766945,-0.3411882,0.26240307,-0.33566082,-0.11971907,0.11700035,0.05762394,-0.31198144,-0.029490193
1,0.32422867,-0.33638108,0.30174145,-0.33906218,0.26711,0.32296315,-0.10259232,0.29309914,0.0922717,0.005718367,-0.34063017,0.01755773,-0.31504747,0.29209659,-0.28352293,0.28841996,0.25394183,-0.092289686,-0.28674975,0.20159227,0.23230241,0.32241607,-0.0108538335,0.32558936,0.29953358,0.18519017,0.15432549,-0.07761422,-0.14651164,0.126551,-0.19086838,-0.34184518,0.2756337,0.3419885,-0.22920875,0.2758613,0.22061461,0.107235186,-0.29418367,-0.018760178,0.34000888,-0.147217,0.33969337,-0.21763358,0.25089377,0.32779667,0.27707273,-0.33035067,-0.013648681,-0.2513354
2,0.32422867,-0.33595926,0.33143747,-0.111124694,-0.18801515,0.019819144,-0.1985233,-0.34196594,-0.030189518,0.057211645,0.27354005,0.26197731,0.2142002,-0.1501672,-0.29757443,0.089334056,0.15404299,-0.09228947,-0.20006041,-0.03713894,-0.12113192,-0.08382028,-0.32580367,-0.27972636,-0.34155434,-0.12920651,-0.20777752,0.24132854,0.33489847,0.2709581,0.26495606,-0.14330728,0.067304805,0.3181223,-0.22920884,0.33025503,0.33908856,-0.24290396,0.14651598,0.33357847,-0.23427306,-0.03733656,-0.32663086,0.16545269,-0.09096718,-0.2753637,-0.26864937,-0.11858681,0.2998138,-0.3419889
3,0.32422867,-0.2901643,0.18812907,0.23999703,-0.30180562,-0.3338107,0.34186614,0.2883915,-0.032920405,-0.1181937,-0.12450699,-0.33331087,0.19781038,-0.3198079,0.018241918,-0.1563829,0.033340383,-0.09228863,-0.086351,-0.25648412,-0.34028837,-0.33788386,0.18917458,0.011556218,0.2812572,0.068822615,0.25415364,-0.33274907,-0.25713113,-0.27485374,0.23976256,0.21409014,-0.17615575,0.2512915,-0.22921014,0.34004596,0.28056368,-0.32377797,0.32122096,-0.16381565,-0.05764651,0.21070535,0.30244514,-0.10763686,-0.096208945,0.0040904563,-0.13003391,0.30846688,0.28092557,-0.25413096
4,0.32422867,-0.20518097,-0.053379487,0.32507652,0.13232084,0.16288418,-0.2135176,-0.14842501,0.094909586,0.1751502,-0.061824333,0.13975145,-0.32246694,0.09115038,0.3138367,-0.32047048,-0.09186563,-0.092289045,0.03901941,-0.34194916,-0.18222706,0.02146867,0.22226296,0.265798,-0.13670543,-0.006095058,-0.2918756,0.32448933,-0.024986876,-0.12052374,-0.22071125,0.33416355,-0.32766652,0.15052326,-0.22920951,0.30391178,0.07559074,-0.04573666,-0.08723902,-0.24391761,0.30375266,-0.32095358,-0.26796073,0.046156805,0.25456616,0.27043283,0.33982033,0.17551093,-0.04937471,-0.033621736
5,0.32422867,-0.0924868,-0.26702467,0.049801063,0.32622364,0.24465992,-0.084520146,-0.03600447,-0.15366644,-0.22614272,0.22963518,0.16487241,-0.021316322,0.33662856,0.26153633,-0.31727833,-0.20466463,-0.092289455,0.15912125,-0.2489223,0.1778373,0.34184554,-0.3108254,-0.33191454,-0.04879847,-0.056840055,0.3196568,-0.21902382,0.28724623,0.34081927,-0.28049207,0.08380999,-0.30814132,0.029424937,-0.2292079,0.22673157,-0.16883995,0.28300402,-0.33731985,0.29731938,-0.30845812,0.3350561,0.22435056,0.01689504,-0.3366622,-0.33003616,-0.055957317,-0.27607918,-0.32494217,0.20443736
6,0.32422867,0.03269809,-0.3412879,-0.28067997,-0.072120495,-0.29679292,0.315387,0.20964825,0.20719066,0.26943415,-0.32865518,-0.33846724,0.33413354,-0.029030144,-0.080682956,-0.14847262,-0.2898225,-0.09228862,0.25773266,-0.025962103,0.34076476,0.041614674,-0.05214082,0.1342482,0.21968508,0.11783956,-0.33655342,0.047945213,-0.32122216,-0.06601597,0.16894989,-0.25945008,-0.12777062,-0.095648676,-0.22921114,0.11893171,-0.32513964,0.29802927,0.024992548,0.08118782,0.06802335,-0.24878725,-0.17310031,-0.07937409,0.31790662,0.12734884,-0.30919272,-0.22645709,-0.24030314,0.33578426
7,0.32422867,0.15346707,-0.23740476,-0.30002072,-0.33953258,-0.08221739,-0.29560646,-0.32048872,-0.25365877,-0.30354992,0.32922128,0.24307209,-0.16156335,-0.3419858,-0.33346346,0.0978331,-0.33583784,-0.09228902,0.32153508,0.21054988,0.12594636,-0.33416635,0.33936334,0.17010862,-0.32476053,-0.1748262,0.34198868,0.13749628,0.09991123,-0.30468723,0.3116697,-0.31510332,0.11929125,-0.20780091,-0.22921048,-0.0049328525,-0.31172064,-0.017319389,0.3419318,-0.3417544,0.22647162,0.08799276,0.115957744,0.13914521,-0.20391789,0.17654522,0.22518687,0.23429006,0.11071488,0.29185706
8,0.32422867,0.25350934,-0.009600753,0.013218484,0.009464173,0.34179267,0.04089856,0.3353219,0.2914897,0.32732883,-0.23116392,0.045500994,-0.24570559,-0.034078673,-0.21659254,0.29307172,-0.3364968,-0.09228944,0.34191287,0.33715805,-0.2284866,-0.103280865,-0.13360319,-0.33927557,0.33254895,0.22586033,-0.33577773,-0.28174818,0.20080255,0.2327785,-0.111435086,-0.021456135,0.30408868,-0.29189074,-0.22920986,-0.12812877,-0.13559231,-0.31346798,0.038107567,0.10586422,-0.34098285,0.09916563,-0.054864094,-0.19418268,0.028840264,-0.3401348,0.18594158,0.26969168,0.33900553,0.09558832
9,0.32422867,0.31931388,0.22321467,0.31180483,0.34127912,-0.104854666,0.24631274,-0.24970388,-0.31939384,-0.33996108,0.06385773,-0.29791152,0.29604438,0.33569717,0.14037706,0.3353322,-0.29170957,-0.0922886,0.3161134,0.287777,-0.32963672,0.31510687,-0.26624045,0.23880875,-0.24071802,-0.2692028,0.3181328,0.34159708,-0.34193167,0.1772821,-0.3322337,0.29597336,0.33015436,-0.33655873,-0.22921117,-0.2340205,0.111315615,-0.262131,-0.3348986,0.28381053,0.18450269,-0.2566166,-0.0080953,0.24260706,0.15487011,0.233406,-0.32695886,-0.18452263,0.19150175,-0.15057932
10,0.32422867,0.34199327,0.33951625,0.26474813,0.053513795,-0.28440294,-0.3377715,0.089283384,0.33642125,0.34101626,0.12257806,0.31356364,0.08367295,0.09602573,0.34173465,0.20255539,-0.20752737,-0.09229027,0.24762069,0.08818002,-0.06537666,0.16142993,0.279322,0.05144486,0.07677494,0.30337635,-0.2896547,-0.29911566,0.21131824,-0.3298092,0.050125454,0.28531194,0.18388712,-0.33577213,-0.22920859,-0.30830923,0.3001182,0.07978564,-0.09990743,-0.26120433,0.118607044,0.33719152,0.070781596,-0.2827677,-0.292195,0.05881655,-0.006991273,-0.3037412,-0.16828734,-0.31814408
11,0.32422867,0.3184845,0.27859616,-0.075787894,-0.33140397,0.26051584,0.16079248,0.09788394,-0.34199244,-0.33045876,-0.27229363,-0.08001678,-0.34184098,-0.3179763,0.16427088,-0.035952967,-0.095317245,-0.092286915,0.14568745,-0.15744478,0.27135497,-0.28531697,0.11335926,-0.30081537,0.1101675,-0.32722,0.25130972,0.16703092,0.087234445,0.0032302742,0.34148356,-0.041627128,-0.05836172,-0.28963864,-0.22920987,-0.34095588,0.33226424,0.3332588,0.3164635,-0.1408507,-0.32745624,-0.31675532,-0.13105749,0.31330135,0.34198433,-0.30429608,0.3307839,0.12846915,-0.3415244,-0.31964538
12,0.32422867,0.2519628,0.072253734,-0.33231133,-0.11467007,0.14181584,0.14397343,-0.25572756,0.33591747,0.30864713,0.34043932,-0.21712182,0.10342638,-0.15470523,-0.19529076,-0.25569174,0.02976838,-0.09228607,0.024073722,-0.320886,0.30728313,-0.21408162,-0.34136623,0.31111774,-0.26410723,0.33991987,-0.20440981,0.015092347,-0.316461,0.32804117,0.012893765,-0.32241923,-0.2701527,-0.2043849,-0.22921118,-0.3275557,0.19097081,0.21730407,0.15830523,0.33829257,0.2760662,0.2014301,0.18687032,-0.33316314,-0.28932774,0.30794138,-0.17405781,0.32744968,-0.13617043,-0.15429954
13,0.32422867,0.15141203,-0.17180392,-0.22045986,0.31024313,-0.33813524,-0.3343188,0.33696485,-0.3184034,-0.2763259,-0.30660158,0.3417072,0.28523347,0.28942746,-0.33836818,-0.3419667,0.15083118,-0.09228774,-0.10078647,-0.31683093,0.0025832285,0.24581268,0.07348111,-0.07416687,0.3389284,-0.3410445,0.15054695,-0.19269657,0.29418662,-0.18277276,-0.33910415,-0.24580637,-0.34092605,-0.09153146,-0.22920862,-0.26991946,-0.050000515,-0.13953725,-0.2872482,-0.044306535,-0.0052729696,-0.02576328,-0.23631945,0.34167963,0.1499945,-0.06685536,-0.23552006,-0.06804566,0.22012891,0.09159105
14,0.32422867,0.030412147,-0.32618287,0.13577643,0.1719208,0.043254476,0.25897157,-0.31725898,0.2900467,0.23459405,0.18091549,-0.19472773,-0.2595407,0.20811622,-0.10635738,-0.24974118,0.25152376,-0.09228689,-0.21203735,-0.14739391,-0.30498257,0.2594413,0.30114967,-0.22172798,-0.31222105,0.33055684,-0.09156223,0.3125713,-0.03811056,-0.22800411,-0.07547131,0.10328535,-0.23374513,0.033683408,-0.22920991,-0.17582227,-0.26487654,-0.34169754,-0.21131237,-0.31404027,-0.26970458,-0.1576167,0.27772093,-0.3385616,0.034263596,-0.22736232,0.3029613,-0.340006,0.33241415,0.28967476
15,0.32422867,-0.09469505,-0.3103003,0.3415015,-0.27851737,0.31446105,0.02218858,0.20251298,-0.2518121,-0.18487331,-0.0010338472,-0.1070077,-0.14318016,-0.2510208,0.24355398,-0.027154056,0.31824818,-0.09228857,-0.29465115,0.098976865,-0.2744653,-0.1979339,-0.23830679,0.34140813,0.1919828,-0.3088115,0.029452056,-0.33881196,-0.24825014,0.30756587,0.325178,0.33788502,-0.004550275,0.15435395,-0.22920732,-0.057987124,-0.34149045,-0.1650764,0.24825346,0.2161909,0.33034512,0.2937853,-0.30966488,0.32391298,-0.20826228,0.34088892,0.06969411,0.0052947453,0.07621136,0.336546
16,0.32422867,-0.20701289,-0.13244651,0.16866438,-0.22331809,-0.21536723,-0.28571475,-0.027102005,0.20500214,0.12885809,-0.17915748,0.32370177,0.3379073,-0.2544398,0.32347968,0.20960508,0.34199047,-0.09228772,-0.33746988,0.29368567,0.0603033,-0.2959666,-0.17071295,-0.18975969,-0.014232551,0.27654952,0.03365599,0.26355463,0.3373202,0.059665434,0.13547876,0.19792649,0.22701979,0.25417358,-0.22920863,0.06768417,-0.23985448,0.19453233,0.25712729,0.19571488,-0.12845056,-0.3419458,0.33106345,-0.29823482,0.31987694,-0.18349838,-0.34110963,0.34098414,-0.2644742,0.20775178
17,0.26259065,-0.3258225,0.06750863,-0.029739229,0.062199533,-0.33930513,0.16900524,0.33874184,0.24668057,0.33766976,0.25176245,0.2801543,-0.20693412,0.28531474,-0.17925403,-0.30242437,0.33852425,-0.14267313,-0.22236927,0.34197766,0.3410242,-0.15983015,0.26906803,-0.14446568,0.3371034,-0.32770965,-0.24398229,-0.29697037,-0.34147915,-0.19956855,-0.11001065,0.08346587,-0.07551894,-0.0625654,0.3184912,-0.011862048,0.33121645,-0.33869573,0.30964872,0.29830062,0.2854149,0.28981158,0.33369616,0.09669965,-0.22133814,8.156383e-05,-0.25066304,-0.23916948,-0.28676298,-0.028968127
18,0.26259065,-0.26627842,0.2757567,-0.31823775,0.34059593,0.13403144,0.13541631,-0.26323003,-0.2860059,-0.34188324,-0.33590373,-0.0123006115,-0.20526013,0.21408476,-0.34062,-0.33107537,0.3332211,-0.14267322,-0.30121532,0.25505716,0.17506015,0.28631213,0.12940677,0.33443293,-0.25626943,0.30415693,0.19579187,0.34178016,0.22077371,0.3217408,0.31228644,-0.2596803,-0.28052226,0.063117325,0.3184912,0.112407416,0.18738359,-0.19339213,-0.115993775,0.0792454,-0.021644862,-0.34199038,-0.3417742,-0.034775637,0.050938413,0.27286917,0.29237157,0.22134492,-0.29463843,0.20816447
19,0.26259065,-0.17077197,0.34006473,-0.25396234,0.0006528404,0.2659462,-0.3322185,0.108863726,0.31559166,0.33445433,0.3194198,-0.26532885,0.31927836,-0.24580799,-0.124401085,-0.18691108,0.2829146,-0.14267303,-0.3393805,0.03500102,-0.18496227,0.21266486,-0.33989602,-0.25861618,0.0986656,-0.2702466,-0.1409336,-0.28420392,0.07538743,0.023471676,0.16763934,-0.31496468,-0.3390981,0.18027608,0.31849113,0.22149591,-0.05425977,0.16629091,-0.33105376,-0.34167373,-0.25932682,0.29172045,0.3382136,-0.02833166,0.13472079,-0.32896203,0.09064106,0.28001627,0.024099352,0.33663943
20,0.26259065,-0.052201733,0.22686504,0.09183633,-0.34047544,-0.27959076,0.26499626,0.07811439,-0.33443022,-0.31563586,-0.20724861,0.3320931,0.030510493,-0.25944552,0.22971956,0.054817393,0.19439878,-0.14267282,-0.3317103,-0.20332508,-0.3399496,-0.24706785,0.056626987,-0.022730784,0.088495135,0.22713341,0.08127657,0.14149088,-0.31163585,-0.33458728,-0.28135067,-0.021103224,-0.22067076,0.27308723,0.31849074,0.30067006,-0.267582,0.3416368,0.054902654,0.10776119,0.33420375,-0.15406108,-0.32313544,0.090475425,-0.2800213,0.123618655,-0.34198147,-0.16967157,0.3161227,0.28939533
21,0.26259065,0.07341848,-0.00475428,0.33583224,-0.06348315,-0.11291889,0.012826495,-0.24169214,0.34188026,0.28606907,0.03299279,-0.13493276,-0.33597785,0.19793062,0.32919052,0.26793218,0.07962823,-0.14267321,-0.2792411,-0.33551857,-0.11809469,-0.25825816,0.30890217,0.28601292,-0.24914522,-0.17628549,-0.018851774,0.043609485,0.30021733,0.15965714,-0.21955913,0.29615167,0.012943141,0.3290163,0.31849104,0.33923694,-0.34122944,0.1382698,0.34118533,0.282693,-0.14348024,-0.029749762,0.2970538,-0.14953692,0.34143782,0.1799684,0.09653554,-0.31132665,0.25771666,0.09109262
22,0.26259065,0.18912329,-0.23389195,0.20755023,0.32876045,0.34139422,-0.28045547,0.3328675,-0.33768803,-0.24676016,0.15114655,-0.16946259,0.15337849,0.2959708,0.063746706,0.34119123,-0.04589527,-0.1426736,-0.1890582,-0.29257792,0.23467101,0.19940953,-0.22569774,-0.321992,0.3351603,0.1194344,-0.0442137,-0.2156448,-0.050207235,0.24720313,0.24083374,0.2851161,0.2398,0.34051028,0.31849137,0.33198756,-0.23676112,-0.21837129,0.008058409,-0.26248884,-0.16127157,0.20464858,-0.26085588,0.2035062,-0.30057132,-0.34052873,0.2891457,0.11222208,-0.08637324,-0.15475862
23,0.26259065,0.27928588,-0.34094205,-0.15080598,0.1241513,-0.073935084,0.32519823,-0.32432684,0.32199618,0.19904807,-0.2900075,0.33918098,0.25202942,-0.14331317,-0.27236173,0.23635417,-0.16522162,-0.14267163,-0.073341675,-0.096916385,0.32729828,0.29505667,-0.18537243,0.10207388,-0.3207727,-0.05851613,0.10577609,0.32308057,-0.23970582,-0.2949579,0.26400203,-0.041976776,0.34148645,0.306016,0.31849027,0.27990183,-0.008706597,-0.33294398,-0.33969828,-0.13902627,0.33785605,-0.3182417,0.21577476,-0.2505472,0.16966474,0.23046015,-0.25479215,0.33203536,-0.3347173,-0.31982893
24,0.26259065,0.33172935,-0.2700265,-0.34199032,-0.30585015,-0.30092776,-0.11149561,0.21862918,-0.29533944,-0.14455813,0.34199214,-0.23934214,-0.29132068,-0.3224174,-0.30655134,0.008144587,-0.26223296,-0.14267202,0.052278865,0.14933391,0.057107612,-0.14496166,0.32715648,0.19896474,0.21029381,-0.004393523,-0.1637351,-0.33373228,0.33911526,-0.0857648,-0.19211543,-0.32253653,0.26492518,0.2301941,0.31849056,0.19001234,0.2238907,-0.0784388,-0.07074378,0.33858058,-0.24593632,0.3365009,-0.16334789,0.28905278,0.012067179,0.06276128,-0.14969182,-0.050949935,-0.21202032,-0.317953
25,0.26259065,0.33937094,-0.058162134,-0.15407035,-0.18059194,0.2386404,-0.19081612,-0.047437806,0.25862458,0.085144885,-0.29152757,-0.05071097,-0.09258219,0.08381539,-0.00092217873,-0.22431633,-0.32382977,-0.1426724,0.17083894,0.31763387,-0.27638745,-0.32180646,0.006310622,-0.34188062,-0.036816593,0.06715612,0.21611938,0.24440785,-0.1690183,0.34189904,-0.29945457,-0.24555765,0.050074875,0.12328178,0.3184909,0.07446255,0.33962226,0.26301634,0.326643,-0.046288386,-0.04143634,-0.25395516,0.105356306,-0.31771794,-0.19018854,-0.30610585,0.33672175,-0.34143734,0.14570707,-0.15011242
26,0.26259065,0.3011786,0.18406208,0.20464037,0.27252394,0.17031364,0.34148014,-0.13796489,-0.21310292,-0.022832096,0.1537313,0.30046052,0.34199357,0.33788452,0.30572978,-0.3396882,-0.34169063,-0.1426716,0.26632732,0.3201358,-0.3035017,0.08557745,-0.33061147,0.2130924,-0.14768738,-0.12763172,-0.261142,-0.081869036,-0.13540082,-0.10136461,0.13685478,0.10362611,-0.19091204,-0.00028061162,0.31849024,-0.051143643,0.27807736,0.3129129,0.13102499,-0.31324524,0.2958783,0.09533609,-0.04377692,0.3355624,0.311329,0.30617765,-0.034607228,-0.0120598255,0.34191328,0.09608732
27,0.26259065,0.2223104,0.33020908,0.3365023,0.2308827,-0.3318575,-0.2207601,0.28203744,0.16032481,-0.040258218,0.030117638,-0.3114259,-0.09459942,-0.02146469,0.27347243,-0.27774897,-0.31340462,-0.14267437,0.32584596,0.15553024,0.005822906,0.33759874,0.17464052,0.08504502,0.2879514,0.18375862,0.2972721,-0.10519699,0.3322146,-0.28641978,0.32470942,0.3379401,-0.3322454,-0.1238051,0.3184915,-0.16984951,0.07138224,0.015936634,-0.30246505,0.21773648,-0.315177,0.091844164,-0.01929325,-0.34197986,-0.33921048,-0.06292219,-0.31778198,0.33921197,0.15910211,0.29212767
28,0.26259065,0.11341791,0.30399263,0.0953438,-0.22991799,0.011320645,-0.07540499,-0.34162143,-0.10208714,0.10197633,-0.20494434,0.07489122,-0.29021662,-0.34184536,-0.061936315,-0.07082986,-0.24279237,-0.14267121,0.3413579,-0.09025863,0.3086927,-0.0232778,0.23502591,-0.3155963,-0.34195432,-0.23363002,-0.32328114,0.2607476,-0.26500782,0.2581289,-0.0769362,0.19763483,-0.30015427,-0.23060693,0.318489,-0.26560727,-0.1725705,-0.2987084,-0.1868372,0.19407615,0.083995156,-0.25151104,0.081706405,0.33675092,0.26547474,-0.23033917,0.20853473,0.07465888,-0.20007898,0.33568525
29,0.26259065,-0.010792161,0.1190979,-0.25150546,-0.27331102,0.32566142,0.31164336,0.29886746,0.04037179,-0.16022418,0.31837672,0.22116175,0.25344324,-0.041619517,-0.32868615,0.17306006,-0.13938786,-0.14267041,0.31076676,-0.28893396,0.26936924,-0.34189436,-0.30327576,0.29533255,0.29351842,0.27554357,0.33827916,-0.33818892,-0.012811624,0.14513735,-0.33890626,-0.16175145,-0.111385114,-0.3062673,0.31848833,-0.325497,-0.32645032,-0.28222442,0.26798755,-0.3239559,0.21394013,0.3358338,-0.14133713,-0.32005444,-0.11221254,0.34054357,0.20364396,-0.32543465,-0.33746594,0.2040225
30,0.26259065,-0.13354468,-0.12796417,-0.31955507,0.17948203,-0.18956313,-0.30020884,-0.16658267,0.022717109,0.21301346,-0.33643454,-0.3414508,0.15150106,0.33416492,-0.23108064,0.32661664,-0.017160412,-0.14267199,0.23820652,-0.33679098,-0.068553865,-0.03981196,-0.06903334,-0.04036063,-0.15715599,-0.3080754,-0.3417578,0.31431946,0.28044608,-0.33756733,0.014392624,-0.3418346,0.1355216,-0.34056205,0.31848958,-0.34142584,-0.30992502,0.047110826,0.23629336,-0.016765803,-0.34185067,-0.3195522,0.19615045,0.2924591,-0.0746695,-0.18010536,-0.31999403,-0.13471055,-0.10076582,-0.03413901
31,0.26259065,-0.23826164,-0.30823115,-0.033370428,0.30643177,-0.22190829,0.050190106,-0.015603528,-0.08503242,-0.2585499,0.25370762,0.19037883,-0.33636302,0.10328637,0.122681886,0.30968586,0.10738461,-0.14267118,0.13347374,-0.20884794,-0.33048567,0.3345476,0.34106076,-0.24668859,-0.026284192,0.33011368,0.33359805,-0.19629191,-0.32520238,0.039621443,0.3415627,-0.14299065,0.31168967,-0.32886344,0.31848896,-0.31124154,-0.13162442,0.3242224,-0.22438444,0.33313113,0.19808252,0.20754786,-0.2442888,-0.25490808,0.23917465,-0.12346723,-0.028504752,0.30057684,0.24763377,-0.25448027
32,0.26259065,-0.31079957,-0.3276068,0.2898061,-0.12293401,0.31101984,0.23971692,0.19311656,0.14445329,0.29528165,-0.09497879,0.11199296,0.032598842,-0.31510392,0.34045,0.13110307,0.217429,-0.14267276,0.010714427,0.028107233,-0.22606367,0.101551056,-0.11763476,0.33768603,0.20185277,-0.34091327,-0.31407645,0.019463014,0.11151026,0.31588298,0.048633374,0.21436395,0.32516244,-0.27274823,0.3184902,-0.23902544,0.11538243,0.24192421,-0.27769884,-0.16556704,0.103107855,-0.03336739,0.284111,0.20866978,-0.33203697,0.32891867,0.33559564,0.19018827,0.32152817,-0.34198534
33,0.26259065,-0.34136248,-0.17597793,0.291726,-0.32911786,0.051678345,-0.3391133,-0.31277767,-0.19895485,-0.3219574,-0.09220244,-0.3253614,0.31852072,-0.1614358,0.18082184,-0.11591135,0.29810774,-0.14267197,-0.11348949,0.25039297,0.1289553,-0.3158081,-0.27667186,-0.160313,-0.3169526,0.34010306,0.28386098,0.16320081,0.19080581,-0.21251112,-0.33258754,0.3340881,0.16890244,-0.17979947,0.31848958,-0.13452472,0.30215868,-0.10854889,0.17313604,-0.24251272,-0.32235533,-0.15081349,-0.31425238,-0.15532906,0.32542998,-0.27296507,-0.15517794,-0.2654744,0.038998034,-0.25098792
